StateAb,Ticket,TicketNo,Surname,GivenName,Party,Preference
"ACT"," I","1","BAILEY","Steven","Katter's Australian Party",21
"ACT"," I","1","ARNOLD","Joe","Katter's Australian Party",22
"ACT"," I","1","SHEIKH","Simon","Australian Greens",17
"ACT"," I","1","ESGUERRA","Indra","Australian Greens",18
"ACT"," I","1","O'CONNOR","Mark","Stable Population Party",7
"ACT"," I","1","GRAHAM","Greg","Stable Population Party",8
"ACT"," I","1","BUCKNELL","Chris","Bullet Train For Australia",13
"ACT"," I","1","LEMMEY","Michael James","Bullet Train For Australia",14
"ACT"," I","1","CUBITT","Paul","Drug Law Reform",9
"ACT"," I","1","DOWSON","Stacey","Drug Law Reform",10
"ACT"," I","1","AVERY","Deborah","Sex Party",3
"ACT"," I","1","MILLER","Jamie","Sex Party",4
"ACT"," I","1","ROSS","Irwin","Rise Up Australia Party",23
"ACT"," I","1","HENRIQUEZ","Jose","Rise Up Australia Party",24
"ACT"," I","1","NITSCHKE","Philip","Voluntary Euthanasia Party",1
"ACT"," I","1","MACDOUGALL","Susan","Voluntary Euthanasia Party",2
"ACT"," I","1","SLATTERY","Wayne Kenneth","Palmer United Party",15
"ACT"," I","1","TEERMAN","Paul Gerard","Palmer United Party",16
"ACT"," I","1","SESELJA","Zed","Liberal",25
"ACT"," I","1","NASH","Merinda","Liberal",26
"ACT"," I","1","LUNDY","Kate","Australian Labor Party",19
"ACT"," I","1","SANT","Chris","Australian Labor Party",20
"ACT"," I","1","FERNIE","Anthony Watson","Australian Independents",5
"ACT"," I","1","PETERSEN","Valma","Australian Independents",6
"ACT"," I","1","EZEKIEL-HART","Emmanuel","Independent",27
"ACT"," J","1","FILLINGER","Marcus","Animal Justice Party",12
"ACT"," J","1","MONTAGNE","Jessica","Animal Justice Party",13
"ACT"," J","1","BAILEY","Steven","Katter's Australian Party",14
"ACT"," J","1","ARNOLD","Joe","Katter's Australian Party",15
"ACT"," J","1","SHEIKH","Simon","Australian Greens",18
"ACT"," J","1","ESGUERRA","Indra","Australian Greens",19
"ACT"," J","1","O'CONNOR","Mark","Stable Population Party",20
"ACT"," J","1","GRAHAM","Greg","Stable Population Party",21
"ACT"," J","1","BUCKNELL","Chris","Bullet Train For Australia",8
"ACT"," J","1","LEMMEY","Michael James","Bullet Train For Australia",9
"ACT"," J","1","CUBITT","Paul","Drug Law Reform",26
"ACT"," J","1","DOWSON","Stacey","Drug Law Reform",27
"ACT"," J","1","AVERY","Deborah","Sex Party",10
"ACT"," J","1","MILLER","Jamie","Sex Party",11
"ACT"," J","1","ROSS","Irwin","Rise Up Australia Party",6
"ACT"," J","1","HENRIQUEZ","Jose","Rise Up Australia Party",7
"ACT"," J","1","NITSCHKE","Philip","Voluntary Euthanasia Party",16
"ACT"," J","1","MACDOUGALL","Susan","Voluntary Euthanasia Party",17
"ACT"," J","1","SLATTERY","Wayne Kenneth","Palmer United Party",1
"ACT"," J","1","TEERMAN","Paul Gerard","Palmer United Party",2
"ACT"," J","1","SESELJA","Zed","Liberal",22
"ACT"," J","1","NASH","Merinda","Liberal",23
"ACT"," J","1","LUNDY","Kate","Australian Labor Party",24
"ACT"," J","1","SANT","Chris","Australian Labor Party",25
"ACT"," J","1","FERNIE","Anthony Watson","Australian Independents",3
"ACT"," J","1","PETERSEN","Valma","Australian Independents",4
"ACT"," J","1","EZEKIEL-HART","Emmanuel","Independent",5
"ACT"," K","1","FILLINGER","Marcus","Animal Justice Party",12
"ACT"," K","1","MONTAGNE","Jessica","Animal Justice Party",6
"ACT"," K","1","BAILEY","Steven","Katter's Australian Party",13
"ACT"," K","1","ARNOLD","Joe","Katter's Australian Party",7
"ACT"," K","1","SHEIKH","Simon","Australian Greens",27
"ACT"," K","1","ESGUERRA","Indra","Australian Greens",26
"ACT"," K","1","O'CONNOR","Mark","Stable Population Party",17
"ACT"," K","1","GRAHAM","Greg","Stable Population Party",5
"ACT"," K","1","BUCKNELL","Chris","Bullet Train For Australia",3
"ACT"," K","1","LEMMEY","Michael James","Bullet Train For Australia",4
"ACT"," K","1","CUBITT","Paul","Drug Law Reform",22
"ACT"," K","1","DOWSON","Stacey","Drug Law Reform",16
"ACT"," K","1","AVERY","Deborah","Sex Party",18
"ACT"," K","1","MILLER","Jamie","Sex Party",20
"ACT"," K","1","ROSS","Irwin","Rise Up Australia Party",11
"ACT"," K","1","HENRIQUEZ","Jose","Rise Up Australia Party",10
"ACT"," K","1","NITSCHKE","Philip","Voluntary Euthanasia Party",23
"ACT"," K","1","MACDOUGALL","Susan","Voluntary Euthanasia Party",21
"ACT"," K","1","SLATTERY","Wayne Kenneth","Palmer United Party",8
"ACT"," K","1","TEERMAN","Paul Gerard","Palmer United Party",9
"ACT"," K","1","SESELJA","Zed","Liberal",1
"ACT"," K","1","NASH","Merinda","Liberal",2
"ACT"," K","1","LUNDY","Kate","Australian Labor Party",24
"ACT"," K","1","SANT","Chris","Australian Labor Party",25
"ACT"," K","1","FERNIE","Anthony Watson","Australian Independents",14
"ACT"," K","1","PETERSEN","Valma","Australian Independents",15
"ACT"," K","1","EZEKIEL-HART","Emmanuel","Independent",19
"ACT"," L","1","FILLINGER","Marcus","Animal Justice Party",11
"ACT"," L","1","MONTAGNE","Jessica","Animal Justice Party",12
"ACT"," L","1","BAILEY","Steven","Katter's Australian Party",7
"ACT"," L","1","ARNOLD","Joe","Katter's Australian Party",8
"ACT"," L","1","SHEIKH","Simon","Australian Greens",3
"ACT"," L","1","ESGUERRA","Indra","Australian Greens",4
"ACT"," L","1","O'CONNOR","Mark","Stable Population Party",19
"ACT"," L","1","GRAHAM","Greg","Stable Population Party",20
"ACT"," L","1","BUCKNELL","Chris","Bullet Train For Australia",5
"ACT"," L","1","LEMMEY","Michael James","Bullet Train For Australia",6
"ACT"," L","1","CUBITT","Paul","Drug Law Reform",13
"ACT"," L","1","DOWSON","Stacey","Drug Law Reform",14
"ACT"," L","1","AVERY","Deborah","Sex Party",9
"ACT"," L","1","MILLER","Jamie","Sex Party",10
"ACT"," L","1","ROSS","Irwin","Rise Up Australia Party",24
"ACT"," L","1","HENRIQUEZ","Jose","Rise Up Australia Party",25
"ACT"," L","1","NITSCHKE","Philip","Voluntary Euthanasia Party",15
"ACT"," L","1","MACDOUGALL","Susan","Voluntary Euthanasia Party",16
"ACT"," L","1","SLATTERY","Wayne Kenneth","Palmer United Party",17
"ACT"," L","1","TEERMAN","Paul Gerard","Palmer United Party",18
"ACT"," L","1","SESELJA","Zed","Liberal",27
"ACT"," L","1","NASH","Merinda","Liberal",26
"ACT"," L","1","LUNDY","Kate","Australian Labor Party",1
"ACT"," L","1","SANT","Chris","Australian Labor Party",2
"ACT"," L","1","FERNIE","Anthony Watson","Australian Independents",22
"ACT"," L","1","PETERSEN","Valma","Australian Independents",23
"ACT"," L","1","EZEKIEL-HART","Emmanuel","Independent",21
"ACT"," M","1","FILLINGER","Marcus","Animal Justice Party",11
"ACT"," M","1","MONTAGNE","Jessica","Animal Justice Party",12
"ACT"," M","1","BAILEY","Steven","Katter's Australian Party",17
"ACT"," M","1","ARNOLD","Joe","Katter's Australian Party",18
"ACT"," M","1","SHEIKH","Simon","Australian Greens",22
"ACT"," M","1","ESGUERRA","Indra","Australian Greens",23
"ACT"," M","1","O'CONNOR","Mark","Stable Population Party",13
"ACT"," M","1","GRAHAM","Greg","Stable Population Party",14
"ACT"," M","1","BUCKNELL","Chris","Bullet Train For Australia",9
"ACT"," M","1","LEMMEY","Michael James","Bullet Train For Australia",10
"ACT"," M","1","CUBITT","Paul","Drug Law Reform",5
"ACT"," M","1","DOWSON","Stacey","Drug Law Reform",6
"ACT"," M","1","AVERY","Deborah","Sex Party",3
"ACT"," M","1","MILLER","Jamie","Sex Party",4
"ACT"," M","1","ROSS","Irwin","Rise Up Australia Party",15
"ACT"," M","1","HENRIQUEZ","Jose","Rise Up Australia Party",16
"ACT"," M","1","NITSCHKE","Philip","Voluntary Euthanasia Party",7
"ACT"," M","1","MACDOUGALL","Susan","Voluntary Euthanasia Party",8
"ACT"," M","1","SLATTERY","Wayne Kenneth","Palmer United Party",19
"ACT"," M","1","TEERMAN","Paul Gerard","Palmer United Party",20
"ACT"," M","1","SESELJA","Zed","Liberal",24
"ACT"," M","1","NASH","Merinda","Liberal",25
"ACT"," M","1","LUNDY","Kate","Australian Labor Party",26
"ACT"," M","1","SANT","Chris","Australian Labor Party",27
"ACT"," M","1","FERNIE","Anthony Watson","Australian Independents",1
"ACT"," M","1","PETERSEN","Valma","Australian Independents",2
"ACT"," M","1","EZEKIEL-HART","Emmanuel","Independent",21
