StateAb,Ticket,TicketNo,Surname,GivenName,Party,Preference
NSW, E,1,KOUTALIANOS,Bill,No Carbon Tax Climate Sceptics,70
NSW, E,1,McDOWALL,Mijina,No Carbon Tax Climate Sceptics,71
NSW, E,1,McCAFFREY,Simon,Democratic Labour Party (DLP),88
NSW, E,1,HANNA,Daniel John,Democratic Labour Party (DLP),89
NSW, E,1,FERGUSON,Tim,Senator Online (Internet Voting Bills/Issues),21
NSW, E,1,BARRY,Tony,Senator Online (Internet Voting Bills/Issues),22
NSW, E,1,McKINNON,Don,Senator Online (Internet Voting Bills/Issues),23
NSW, E,1,HIGSON,Shayne,Voluntary Euthanasia Party,1
NSW, E,1,MULHALL,Loredana,Voluntary Euthanasia Party,2
NSW, E,1,WHALAN,Andrew,,72
NSW, E,1,COOPER,Peter Grant,,73
NSW, E,1,FUTTER,BJ,Help End Marijuana Prohibition (HEMP) Party,26
